school,homepage,name,areas
University of Edinburgh,http://homepages.inf.ed.ac.uk/mhennig/,Matthias H. Hennig,"[""mlmining""]"
Stanford University,http://web.stanford.edu/~rrwill/,Ryan Williams,"[""ai"",""act"",""log"",""mod""]"
University of California - Los Angeles,http://www.cs.ucla.edu/~dt/,Demetri Terzopoulos,"[""graph"",""robotics"",""vision""]"
Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1074712364,Peter J. Denning,
University of North Carolina,http://cs.unc.edu/people/stan-ahalt/,Stan Ahalt,
Texas A&M University,http://www.math.tamu.edu/~rojas/,Maurice Rojas,
University of Auckland,https://www.cs.auckland.ac.nz/people/m-barley,Mike Barley,"[""ai"",""mlmining""]"
RWTH Aachen,http://www-i6.informatik.rwth-aachen.de/web/Staff/ney/,Hermann Ney,"[""nlp"",""vision"",""mlmining""]"
Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/XiaojunBi,Xiaojun Bi,"[""chi""]"
Brigham Young University,https://faculty.cs.byu.edu/~ringger/,Eric K. Ringger,"[""nlp"",""mlmining""]"
Vanderbilt University,http://engineering.vanderbilt.edu/bio/philippe-fauchet,Philippe M. Fauchet,
University of Melbourne,https://people.eng.unimelb.edu.au/vjteague/,Vanessa Teague,"[""act""]"
University of Maryland - College Park,http://www.cs.umd.edu/~bederson/,Benjamin B. Bederson,"[""graph"",""nlp"",""chi""]"
VU Amsterdam,http://www.cs.vu.nl/~hans/,Hans van Vliet,"[""soft""]"
UNSW,http://www.cse.unsw.com/~claude/,Claude Sammut,"[""ai"",""robotics"",""mlmining""]"
Georgia Institute of Technology,http://www.cc.gatech.edu/home/ada/,Ada Gavrilovska,"[""hpc"",""comm"",""ops""]"
Pennsylvania State University,http://bmb.psu.edu/directory/pzm11,Paul Medvedev,"[""bio"",""comm""]"
McGill University,http://www.sable.mcgill.ca/~clump/,Clark Verbrugge,
Imperial College London,http://mahdi.cheraghchi.info/,Mahdi Cheraghchi Bashi Astaneh,
VU Amsterdam,http://www.cs.vu.nl/~gusz/,A. E. Eiben,"[""ai""]"
University of Notre Dame,http://www3.nd.edu/~tmilenko/,Tijana Milenkovic,"[""bio""]"
University of North Carolina,http://cs.unc.edu/people/michael-j-fern/,Michael J. Fern,
University of Massachusetts - Amherst,https://www.cics.umass.edu/faculty/directory/grupen_roderic,Roderic A. Grupen,"[""ai"",""robotics"",""mlmining""]"
NJIT,https://web.njit.edu/~oria/,Vincent Oria,"[""mod""]"
Texas A&M University,http://faculty.cs.tamu.edu/klappi/,Andreas Klappenecker,"[""robotics""]"
University of Michigan,http://web.eecs.umich.edu/~mingyan/,Mingyan Liu,"[""mobile"",""metrics"",""ai"",""comm""]"
Australian National University,https://cecs.anu.edu.au/people/kean-chern-fong,Kean Chern Fong,
University of Auckland,https://www.cs.auckland.ac.nz/~pat/,Patricia J. Riddle,"[""mlmining""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/bwebb/,Barbara Webb,"[""robotics""]"
University of Edinburgh,http://www.google.com/search?q=Lee%20John%20Eccleston%20University%20of%20Edinburgh&btnI,Lee John Eccleston,
North Carolina State University,https://www.csc.ncsu.edu/people/kogan,Kemafor Anyanwu-Ogan,
Imperial College London,http://www.imperial.ac.uk/people/t.field,A. J. Field,
Georgia Institute of Technology,http://vuduc.org/,Richard W. Vuduc,"[""hpc"",""soft"",""arch"",""plan""]"
University of Adelaide,http://www.adelaide.edu.au/directory/cruz.izu,Cruz Izu,"[""hpc""]"
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/arnaud.lefray/,Arnaud Lefray,
University of Auckland,https://www.cs.auckland.ac.nz/~andrew-l/,Andrew Luxton-Reilly,
University of Texas - Austin,https://www.cs.utexas.edu/users/mok/,Aloysius K. Mok,
University of Massachusetts - Amherst,https://www.cics.umass.edu/~mahadeva,Sridhar Mahadevan,"[""ai"",""nlp"",""robotics"",""mlmining""]"
University of Alberta,https://www.ualberta.ca/~szepesva/,Csaba Szepesvári,"[""ai"",""robotics"",""comm"",""vision"",""mlmining""]"
Florida State University,http://www.cs.fsu.edu/~liux/,Xiuwen Liu,"[""robotics"",""vision"",""mlmining""]"
University of Oxford,https://www.brookes.ac.uk/about-brookes/faculties-and-departments/faculty-of-technology-design-and-environment/faculty-staff/,Leslie A. Henderson,
University of Massachusetts - Lowell,http://www.cs.uml.edu/~holly/,Holly A. Yanco,"[""robotics""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/people/kaminski/,Michael Kaminski,
University College London,https://uclic.ucl.ac.uk/people/ann-blandford,Ann Blandford,"[""chi""]"
University of California - Santa Barbara,http://www.cs.ucsb.edu/~htzheng/,Haitao Zheng,"[""mobile"",""chi"",""ir"",""metrics"",""comm"",""sec"",""mod""]"
Concordia University,http://www.google.com/search?q=Hovhannes%20Harutyunyan%20Concordia%20University&btnI,Hovhannes Harutyunyan,
Texas A&M University,http://faculty.cs.tamu.edu/tlw/,Tiffani L. Williams,
University of Waikato,http://www.cms.waikato.ac.nz/people/richardn,Richard Nelson,"[""metrics""]"
Victoria University of Wellington,https://ecs.victoria.ac.nz/Main/DavidStreader,David Streader,
University of Connecticut,http://www.engr.uconn.edu/~zshi/,Zhijie Jerry Shi,
University of California - Riverside,http://www.engr.ucr.edu/faculty/ee/stan.html,Xiang-Dong Tan,
University of Michigan,http://web.eecs.umich.edu/~mahlke/,Scott A. Mahlke,"[""ops"",""mobile"",""da"",""plan"",""hpc"",""arch""]"
University of Cambridge,http://www.cl.cam.ac.uk/~mgk25/,Markus G. Kuhn,"[""sec""]"
Pennsylvania State University,http://www.patrickmcdaniel.org/,Patrick McDaniel,"[""mobile"",""soft"",""sec"",""plan"",""ops""]"
University of Illinois at Urbana-Champaign,http://akolla.cs.illinois.edu/,Alexandra Kolla,"[""comm"",""act""]"
University of Canterbury,http://www.cosc.canterbury.ac.nz/kourosh.neshatian/,Kourosh Neshatian,
University of California - San Diego,http://db.ucsd.edu/People/alin/,Alin Deutsch,"[""mod""]"
University of Calgary,http://www.google.com/search?q=Nathaly%20Verwaal%20University%20of%20Calgary&btnI,Nathaly Verwaal,
Simon Fraser University,http://www.cs.sfu.ca/~kabanets/,Valentine Kabanets,"[""crypt"",""act""]"
University of Connecticut,http://www.google.com/search?q=Jeff%20Meunier%20University%20of%20Connecticut&btnI,Jeff Meunier,
TU Darmstadt,https://www.algo.informatik.tu-darmstadt.de/algorithmik/mitarbeiter/karsten-weihe/,Karsten Weihe,
University of Waterloo,https://cs.uwaterloo.ca/~kmsalem/,Kenneth Salem,"[""ops"",""mod""]"
University of Arizona,https://www.cs.arizona.edu/~dkl/,David K. Lowenthal,"[""hpc""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~erez/,Erez Petrank,"[""crypt"",""act"",""plan"",""log""]"
George Mason University,https://cs.gmu.edu/~hrangwal/,Huzefa Rangwala,"[""ai"",""mlmining""]"
University of Nevada,https://www.cse.unr.edu/~dascalus/,Sergiu Dascalu,
Carnegie Mellon University,http://www.cs.cmu.edu/~jianma/,Jian Ma,"[""mobile"",""bio"",""comm""]"
University of Warsaw,http://www.mimuw.edu.pl/~walen/,Tomasz Walen,"[""act""]"
Pennsylvania State University,https://jcarroll.ist.psu.edu/,John M. Carroll,"[""chi""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~./yiming/,Yiming Yang,"[""ai"",""nlp"",""ir"",""mlmining""]"
University of Otago,http://www.cs.otago.ac.nz/staff/anthony.html,Anthony V. Robins,
University of Pittsburgh,http://www.ischool.pitt.edu/people/znati.php,Taieb F. Znati,
Tel Aviv University,http://www.cs.tau.ac.il/~iftachh/,Iftach Haitner,"[""crypt"",""act""]"
University of Luxembourg,http://wwwen.uni.lu/recherche/fstc/computer_science_and_communications_research_unit/members/volker_mueller,Volker Müller 0001,"[""crypt""]"
Auburn University,http://www.google.com/search?q=T.%20Dean%20Hendrix%20Auburn%20University&btnI,T. Dean Hendrix,
George Mason University,https://cs.gmu.edu/,Jonathan Bell,"[""soft"",""ops""]"
Georgetown University,http://people.cs.georgetown.edu/~jfineman/,Jeremy T. Fineman,"[""act"",""mod""]"
Carnegie Mellon University,https://www.hcii.cmu.edu/people/jodi-forlizzi,Jodi Forlizzi,"[""chi"",""robotics""]"
University of Illinois - Chicago,https://www.cs.uic.edu/~lenore/,Lenore D. Zuck,"[""sec"",""log""]"
Duke University,https://users.cs.duke.edu/~chase/,Jeffrey S. Chase,"[""hpc"",""metrics"",""mod"",""arch"",""ops""]"
VU Amsterdam,http://www.cs.vu.nl/~ast/,Andy Tanenbaum,
University of Montreal,http://www.iro.umontreal.ca/~bastin/,Fabian Bastin,
Naval Postgraduate School,http://faculty.nps.edu/ncrowe/,Neil C. Rowe,
UNSW,https://my.cse.unsw.edu.au/staff/staff_details.php?ID=angf,Angela Finlayson,
University of Edinburgh,http://homepages.inf.ed.ac.uk/vnagaraj/,Vijay Nagarajan,"[""hpc"",""arch"",""plan""]"
Simon Fraser University,http://www.cs.sfu.ca/~vaughan/,Richard T. Vaughan,"[""robotics""]"
University of Maryland - College Park,https://www.cs.umd.edu/users/agrawala/,Ashok K. Agrawala,"[""mobile"",""chi"",""comm""]"
University of Canterbury,https://www.cosc.canterbury.ac.nz/thomas.young/,Thomas Young,"[""vision""]"
University of Illinois - Chicago,https://www.cs.uic.edu/~dasgupta,Bhaskar DasGupta,"[""bio"",""act""]"
University of Warsaw,http://www.crypto.edu.pl/Dziembowski,Stefan Dziembowski,"[""hpc"",""crypt"",""sec"",""act""]"
University of Delaware,https://www.eecis.udel.edu/~chester/,Daniel L. Chester,
Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/m-gros-patrick-252575.kjsp?RH=ENS-LYON,Patrick Gros,"[""robotics""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~yuvali/,Yuval Ishai,"[""hpc"",""crypt"",""sec"",""act""]"
University of Adelaide,https://cs.adelaide.edu.au/~ard/,Anthony R. Dick,"[""graph"",""robotics"",""vision""]"
University of Bristol,http://www.cs.bris.ac.uk/~majid/,Majid Mirmehdi,"[""vision""]"
University of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rutameht,Ruta Mehta,"[""ai"",""act""]"
Pennsylvania State University,http://www.cse.psu.edu/~rtc12/,Robert T. Collins,"[""vision""]"
University of Toronto,http://www.google.com/search?q=Gary%20Baumgartner%20University%20of%20Toronto&btnI,Gary Baumgartner,
Harvard University,https://www.seas.harvard.edu/directory/finale,Finale Doshi,"[""robotics"",""mlmining""]"
University College London,http://www.cs.ucl.ac.uk/staff/t.weyrich,Tim Weyrich,"[""graph"",""sec"",""vision"",""chi""]"
University of Texas - Dallas,http://www.utdallas.edu/~ntafos/,Simeon C. Ntafos,
Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~danix/,Dani Lischinski,"[""graph"",""vision""]"
Pennsylvania State University,http://www.cse.psu.edu/~fhs/,Martin Fürer,"[""act""]"
University of Massachusetts - Amherst,https://www.cics.umass.edu/~amir/,Amir Houmansadr,"[""sec""]"
University of Zurich,http://www.ifi.uzh.ch/imrg/people/schwabe.html,Gerhard Schwabe,
University of Massachusetts - Amherst,https://people.cs.umass.edu/~shenoy/home,Prashant J. Shenoy,"[""ops"",""mobile"",""chi"",""ir"",""metrics"",""ai"",""comm"",""hpc"",""arch"",""mod""]"
George Mason University,https://cs.gmu.edu/~ashehu/,Amarda Shehu,"[""robotics""]"
University of California - Irvine,https://ngs.ics.uci.edu/,Ramesh C. Jain,
University of Maryland - College Park,https://www.cs.umd.edu/~reggia/,James A. Reggia,
University of Toronto,http://www.cs.toronto.edu/~bianca/,Bianca Schröder,
University of Wisconsin - Madison,http://pages.cs.wisc.edu/~sifakis/,Eftychios Sifakis,"[""graph"",""arch""]"
Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/cls.html,Candy L. Sidner,
Indiana University,http://wphomes.soic.indiana.edu/samyers/,Steven Myers,"[""crypt"",""sec"",""act""]"
Hebrew University of Jerusalem,http://www.huji.ac.il/dataj/controller/ihoker/MOP-STAFF_LINK?sno=70741876&Save_t=,Dina Schneidman-Duhovny,"[""bio""]"
University of Buffalo,http://www.cse.buffalo.edu/~xinhe/,Xin He,"[""hpc"",""bio"",""act"",""comm"",""ops""]"
Hebrew University of Jerusalem,http://www.huji.ac.il/dataj/controller/ihoker/MOP-STAFF_LINK?sno=5007961&Save_t=,Yehoshua Sagiv,"[""mod""]"
Columbia University,http://www.cs.columbia.edu/~mihalis/,Mihalis Yannakakis,"[""log"",""metrics"",""act"",""hpc"",""soft"",""mod""]"
McGill University,http://www.cs.mcgill.ca/~maheswar/,Muthucumaru Maheswaran,
University of Warsaw,https://www.researchgate.net/profile/Krzysztof_Stencel2,Krzysztof Stencel,"[""soft""]"
University of California - Berkeley,https://www.cs.berkeley.edu/~demmel/,James Demmel,"[""hpc"",""soft"",""mlmining""]"
University of British Columbia,http://www.cs.ubc.ca/~bestchai/,Ivan Beschastnikh,"[""hpc"",""comm"",""sec"",""soft"",""ops""]"
North Carolina State University,http://www4.ncsu.edu/~efg/,Edward F. Gehringer,
University of Michigan,https://jhalderm.com/,J. Alex Halderman,"[""metrics"",""graph"",""ir"",""sec""]"
George Washington University,https://www.seas.gwu.edu/~simha/,Rahul Simha,"[""comm""]"
Stanford University,http://cs.stanford.edu/people/eroberts/,Eric Roberts,
University of Edinburgh,http://homepages.inf.ed.ac.uk/hshimoda/,Hiroshi Shimodaira,"[""mlmining""]"
University of Edinburgh,https://kheafield.com/,Kenneth Heafield,"[""nlp""]"
Brandeis University,http://www.cs.brandeis.edu/~olga/home.html,Olga Papaemmanouil,"[""mod""]"
Tel Aviv University,http://www.math.tau.ac.il/~zwick/,Uri Zwick,"[""hpc"",""act""]"
Naval Postgraduate School,http://faculty.nps.edu/tdhuffmi/,Ted Huffmire,"[""sec""]"
Monash University,http://www.aamircheema.com/,Aamir Cheema,
Worcester Polytechnic Institute,http://www.cs.wpi.edu/~kfisler/,Kathi Fisler,"[""soft""]"
University of Utah,https://www.cs.utah.edu/~kobus/,Jacobus E. van der Merwe,"[""mobile"",""metrics"",""ir"",""comm"",""ops""]"
University of Queensland,http://staff.itee.uq.edu.au/janetw/,Janet Wiles,"[""robotics""]"
Technion - Israel Institute of Technology,http://rcohen.cs.technion.ac.il/,Reuven Cohen,"[""comm""]"
Emory University,http://www.mathcs.emory.edu/~rg/,Ronald J. Gould,
University of Calgary,http://pages.cpsc.ucalgary.ca/~boyd/,Jeffrey E. Boyd,"[""vision""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~pavlo/,Andrew Pavlo,"[""mod""]"
Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=298930,Hans-Werner Güsgen,
University of Oxford,http://www.cs.ox.ac.uk/sadie.creese/,Sadie Creese,
University of Michigan,http://web.eecs.umich.edu/~baveja/,Satinder Singh Baveja,"[""mlmining""]"
Indiana University,http://www.bio.indiana.edu/faculty/directory/profile.php?person=mwh,Matthew W. Hahn,
University of Nevada,https://www.unr.edu/cse/people/faculty/alexis,Kostas Alexis,"[""robotics""]"
Ohio State University,http://web.cse.ohio-state.edu/~huansun/,Huan Sun,"[""mlmining"",""ir"",""chi"",""mod""]"
University of Washington,http://www.cs.washington.edu/people/faculty/levy,Henry M. Levy,"[""ops"",""mobile"",""ir"",""sec"",""comm"",""arch"",""mod""]"
Australian National University,http://users.cecs.anu.edu.au/~Qinghua.Qin/,Qing-Hua Qin,
Ecole Normale Superieure de Cachan,http://www.lsv.ens-cachan.fr/~lozes/,Étienne Lozes,"[""log""]"
North Carolina State University,http://renoir.csc.ncsu.edu/Faculty/Vouk/,Mladen A. Vouk,"[""hpc"",""soft""]"
University of Delaware,http://bioinformatics.udel.edu/people/personnel/cathy_wu/,Cathy Wu,
Massachusetts Institute of Technology,https://lids.mit.edu/people/facultypi/alexandre-megretski,Alexandre Megretski,"[""da""]"
Yale University,http://www.cs.yale.edu/~vision/zucker/steve.html,Steven W. Zucker,"[""vision"",""mlmining""]"
University of Wisconsin - Madison,http://pages.cs.wisc.edu/~aws/,Aws Albarghouthi,"[""plan"",""log""]"
Colorado State University,https://www.jaimeruiz.com/,Jaime Ruiz,"[""chi""]"
University of Canterbury,http://cosc.canterbury.ac.nz/dongseong.kim/,Dong Seong Kim,
University of Washington,https://homes.cs.washington.edu/~jrl/,James R. Lee,"[""act""]"
Monash University,http://www.csse.monash.edu.au/~yli/,Yuan-Fang Li,"[""ai"",""ir"",""soft""]"
University of Rochester,https://en.wikipedia.org/wiki/Michael_L._Scott,Michael Lee Scott,
University of Maryland - College Park,https://www.cs.umd.edu/~amchilds/,Andrew M. Childs,"[""act""]"
College of William and Mary,http://www.wm.edu/as/computerscience/faculty/ren_bin.php,Bin Ren,"[""hpc"",""plan""]"
Washington University - St. Louis,http://www.cse.wustl.edu/~jbuhler/,Jeremy Buhler,"[""hpc"",""bio""]"
University of Virginia,https://www.cs.virginia.edu/people/faculty/sullivan.html,Kevin Sullivan,
Imperial College London,http://wp.doc.ic.ac.uk/sml/person/marc-deisenroth/,Marc Peter Deisenroth,"[""ai"",""robotics"",""mlmining""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~zaks/,Shmuel Zaks,"[""comm""]"
University of California - Los Angeles,http://www.cs.ucla.edu/~palsberg/,Jens Palsberg,"[""soft"",""plan"",""log""]"
CUNY,http://www.google.com/search?q=Theodore%20Brown%20CUNY&btnI,Theodore Brown,"[""comm""]"
Arizona State University,http://www.public.asu.edu/~cbaral/,Chitta Baral,"[""ai"",""nlp"",""robotics"",""bio""]"
Georgia Institute of Technology,http://www.cc.gatech.edu/people/bistra-dilkina,Bistra N. Dilkina,"[""ai"",""ir"",""mlmining""]"
University of South Florida,http://www.cse.usf.edu/~xou,Xinming Ou,"[""sec"",""log""]"
Princeton University,https://www.cs.princeton.edu/~felten/,Edward W. Felten,"[""chi"",""ir"",""sec"",""ops""]"
Rice University,https://www.cs.rice.edu/~sc40/,Swarat Chaudhuri,"[""ir"",""log"",""robotics"",""sec"",""plan"",""soft""]"
Duke University,https://users.cs.duke.edu/~conitzer/,Vincent Conitzer,"[""ai"",""mlmining"",""act""]"
University of Utah,https://www.cs.utah.edu/~lifeifei/,Feifei Li 0001,"[""mlmining"",""ir"",""mod""]"
University of California - San Diego,http://cseweb.ucsd.edu/~daniele/,Daniele Micciancio,"[""crypt"",""act""]"
Carnegie Mellon University,https://www.cs.cmu.edu/~garlan/,David Garlan,"[""hpc"",""soft""]"
University of Maryland - College Park,http://www.umiacs.umd.edu/~lsd/,Larry S. Davis,"[""ir"",""mlmining"",""ai"",""chi"",""robotics"",""vision""]"
Cornell University,http://www.cs.cornell.edu/cv/,Charles F. Van Loan,
University of Melbourne,http://www.msi.unimelb.edu.au/people/wally-smith/,Wally Smith,"[""chi""]"
Virginia Tech,http://www.cs.vt.edu/~gracanin,Denis Gracanin,
Yale University,http://www.cs.yale.edu/~avi,Abraham Silberschatz,"[""comm"",""ops""]"
University of Calgary,http://www.cpsc.ucalgary.ca/~sheelagh,M. Sheelagh T. Carpendale,"[""chi""]"
Concordia University,http://www.cs.concordia.ca/~goswami/,Dhrubajyoti Goswami,
University of Georgia,http://cobweb.cs.uga.edu/~kangli/,Kang Li,"[""metrics"",""comm"",""robotics"",""sec"",""vision""]"
University of California - Santa Barbara,http://www.cs.ucsb.edu/~gilbert/,John R. Gilbert,
University of California - Davis,http://faculty.engineering.ucdavis.edu/dsouza/,Raissa D'Souza,"[""comm""]"
University College London,http://www0.cs.ucl.ac.uk/people/A.Serguieva.html,Antoaneta Serguieva,
University of Michigan,http://web.eecs.umich.edu/faculty/blaauw/,David T. Blaauw,
University of California - San Diego,http://cseweb.ucsd.edu/~voelker/,Geoffrey M. Voelker,"[""mlmining"",""ops"",""mobile"",""ir"",""metrics"",""comm"",""sec""]"
University of Sydney,https://sydney.edu.au/engineering/it/~fekete/,Alan David Fekete,"[""mod""]"
Arizona State University,https://cidse.engineering.asu.edu/directory/gupta-sandeep/,Sandeep K. S. Gupta,"[""hpc"",""mobile""]"
VU Amsterdam,http://www.victordeboer.com/,Viktor de Boer,
Massey University,https://www.researchgate.net/profile/Huub_Bakker,Huub H. C. Bakker,
University of Waikato,http://www.cms.waikato.ac.nz/people/sallyjo,Sally Jo Cunningham,
University of Maryland - College Park,https://www.cs.umd.edu/~vs/,V. S. Subrahmanian,"[""ai"",""mlmining"",""ir"",""mod""]"
Simon Fraser University,http://www.cs.sfu.ca/~haoz/,Hao Zhang 0002,"[""graph"",""vision""]"
TU Munich,http://mqm.in.tum.de/,Peter Struss,"[""ai""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/~bron/,Alexander M. Bronstein,"[""graph"",""vision"",""mlmining""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/dcspaul/,Paul Anderson,
Rice University,https://www.cs.rice.edu/~rng/,Ron Goldman 0002,"[""graph""]"
Carnegie Mellon University,https://www.hcii.cmu.edu/people/jennifer-mankoff,Jennifer Mankoff,"[""graph"",""chi""]"
University of California - Los Angeles,http://www.cs.ucla.edu/~ameet/,Ameet Talwalkar,"[""bio"",""mlmining"",""vision"",""mod""]"
Rutgers University,http://www.cs.rutgers.edu/~steiger/,William Steiger,
CUNY,http://www.google.com/search?q=Bilal%20Khan%20CUNY&btnI,Bilal Khan,
University of Bristol,http://www.bris.ac.uk/engineering/people/person/bogdan-warinschi/index.html,Bogdan Warinschi,"[""crypt"",""sec"",""mod""]"
University of Southern California,http://www.usc.edu/programs/neuroscience/faculty/profile.php?fid=16,Michael A. Arbib,
University of Cambridge,http://www.cl.cam.ac.uk/~tmj32/,Timothy M. Jones,"[""hpc"",""arch"",""da""]"
University of Virginia,http://www.connellybarnes.com/,Connelly Barnes,"[""graph"",""plan"",""vision""]"
Stony Brook University,http://www3.cs.stonybrook.edu/~qin/,Hong Qin,"[""graph"",""vision"",""mlmining""]"
University of Kansas,http://www.ittc.ku.edu/~fli/,Fengjun Li,"[""comm"",""sec""]"
Ohio State University,http://web.cse.ohio-state.edu/~sblanas/,Spyros Blanas,"[""mod""]"
University of Toronto,http://www.cs.toronto.edu/theory/Corneil-bio.htm,Derek G. Corneil,
Rochester Institute of Technology,https://www.rit.edu/gccis/anne-haake,Anne Haake,
ETH Zurich,https://htor.inf.ethz.ch/,Torsten Hoefler,"[""hpc""]"
University of Oxford,https://www.cs.ox.ac.uk/michael.benedikt/,Michael Benedikt,"[""ai"",""log"",""mod""]"
University of Utah,https://faculty.utah.edu/bytes/curriculumVitae.hml?id=u0583648,Marcel Prastawa,
Rochester Institute of Technology,http://www.google.com/search?q=Owen%20Gottlieb%20Rochester%20Institute%20of%20Technology&btnI,Owen Gottlieb,
University of California - Santa Barbara,https://www.cs.ucsb.edu/~agrawal/,Divyakant Agrawal,"[""mobile"",""ir"",""comm"",""mod""]"
Florida State University,http://www.cs.fsu.edu/~whalley/,David B. Whalley,"[""hpc"",""arch"",""plan""]"
University of California - Davis,http://faculty.engineering.ucdavis.edu/tagkopoulos/,Ilias Tagkopoulos,
Rutgers University,https://www.cs.rutgers.edu/~lou/,Louis I. Steinberg,
University of Tartu,http://www.ut.ee/en/kadri-vider,Kadri Vider,
University of Kent,https://www.cs.kent.ac.uk/people/staff/dfc/,Dominique Chu,
University of Waikato,http://www.cs.waikato.ac.nz/~masood/,Masood Masoodian,
University of Montreal,http://www.iro.umontreal.ca/~memisevr/,Roland Memisevic,"[""ai"",""nlp"",""vision"",""mlmining""]"
University of Sydney,http://sydney.edu.au/engineering/people/josiah.poon.php,Josiah Poon,
Georgia Institute of Technology,http://va.gatech.edu/endert/,Alex Endert,"[""chi""]"
Northeastern University,http://www.ccs.neu.edu/home/kenb/,Ken Baclawski,
TU Munich,https://www.netlab.tkk.fi/~jo/,Jörg Ott,"[""comm""]"
University of Otago,http://www.cs.otago.ac.nz/staffpriv/alik/,Alistair Knott,
VU Amsterdam,http://homepages.cwi.nl/~jrvosse/,Jacco van Ossenbruggen,"[""ir""]"
TU Dresden,http://www.inf.tu-dresden.de/index.php?node_id=617&ln=de,Martin Wollschlaeger,
Oregon State University,http://eecs.oregonstate.edu/people/weisshaar-andreas,Andreas Weisshaar,
Arizona State University,http://www.public.asu.edu/~ashriva6/,Aviral Shrivastava,"[""comm"",""da""]"
Ecole Normale Superieure de Lyon,https://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Lyon,Yves-Stan Le Cornec,
University of Southern California,http://infolab.usc.edu/Shahabi/,Cyrus Shahabi,"[""ai"",""mlmining"",""mod""]"
University of Alberta,https://webdocs.cs.ualberta.ca/~yang/,Herb Yang,
University of Bristol,http://www.google.com/search?q=Colin%20J.%20Dalton%20University%20of%20Bristol&btnI,Colin J. Dalton,
University of California - Berkeley,http://www.eecs.berkeley.edu/~efros/,Alexei A. Efros,"[""ai"",""graph"",""robotics"",""vision"",""mlmining""]"
University of Luxembourg,http://wwwen.uni.lu/snt/people/juergen_sachau,Jürgen Sachau,
University of Warsaw,https://www.researchgate.net/profile/Piotr_Wasilewski,Piotr Wasilewski,
Texas A&M University,http://www.csdl.tamu.edu/~furuta/,Richard Furuta,"[""ai""]"
Imperial College London,http://www.imperial.ac.uk/people/s.eisenbach,Susan Eisenbach,
University of North Carolina,http://cs.unc.edu/people/stan-ahalt/,Stanley C. Ahalt,"[""hpc"",""robotics""]"
University of Iowa,http://homepage.cs.uiowa.edu/~oliveira/,Suely Oliveira,
University of Utah,http://www.cs.utah.edu/~riloff/,Ellen Riloff,"[""ai"",""nlp""]"
University of North Carolina,http://cs.unc.edu/~csturton/,Cynthia Sturton,"[""arch"",""sec""]"
University of Luxembourg,http://wwwen.uni.lu/fstc/organigramme/membres2/denis_zampunieris,Denis Zampuniéris,
Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/en/english-ens-de-lyon-269761.kjsp,Paola Boito,
Oregon State University,http://eecs.oregonstate.edu/people/irvine-jed,Jed Irvine,"[""ai"",""mlmining""]"
Australian National University,http://users.cecs.anu.edu.au/~peter/,Peter Strazdins,
University of Washington,https://homes.cs.washington.edu/~sham/,Sham Kakade,"[""vision"",""mlmining""]"
Carnegie Mellon University,https://www.cs.cmu.edu/~jgc/,Jaime G. Carbonell,"[""ai"",""bio"",""mlmining"",""ir"",""nlp""]"
Ohio State University,https://www.math.ucdavis.edu/~lrademac/,Luis Rademacher,"[""ai"",""mlmining"",""act""]"
North Carolina State University,http://cseweb.ucsd.edu/~h1tseng/,Hung-Wei Tseng,"[""arch"",""da""]"
Max Planck Institute,https://www.mpi-sws.org/~manuelgr/,Manuel Gomez-Rodriguez,"[""mlmining""]"
Columbia University,http://www.cs.columbia.edu/~jrk/,John R. Kender,"[""vision""]"
University of Pittsburgh,https://people.cs.pitt.edu/~don/,Donald M. Chiarulli,"[""da""]"
Yale University,http://graphics.cs.yale.edu/site/people/julie-dorsey,Julie Dorsey,"[""graph"",""chi""]"
Virginia Tech,http://berthuang.com/,Bert Huang,"[""ai"",""nlp"",""mlmining""]"
University of Iowa,http://homepage.cs.uiowa.edu/~tinelli/,Cesare Tinelli,"[""log""]"
NJIT,http://www.google.com/search?q=David%20Nassimi%20NJIT&btnI,David Nassimi,
DIKU,http://www.diku.dk/~andrzej,Andrzej Filinski,"[""plan""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/mcryan/,Mary Cryan,"[""act""]"
University of Kent,https://www.cs.kent.ac.uk/people/staff/trh/,Tim Hopkins,
University of Minnesota,http://www-users.cs.umn.edu/~mccamant/,Stephen McCamant,"[""arch"",""sec"",""plan"",""ops""]"
